NameCorp,AfterEmerging,Assets1Before,Assets2Before,Assets3Before,AssetsBefore,AssetsCurrDollar,AssetsEmerging,AssetsPetCurrDollar,AssetsPetition,BondISIN,BondPriceDisp,BondPriceFile,BondPriceMoveDuring,CaseNum,CaseNumRefile,CaseNumTransfer,CeoFiling,CeoNotes,CeoReplaced,CikBefore,CikEmerging,CityChange,CityDisposed,CityFiledCategory,Chapter,CityFiled,CityRefile,ClaimsAgent,ClaimsAgentFirm,ClaimsSecDiscloState,ClaimsUnsec,CommCred,CommCredAtty,CommCredAttyCol,CommCredAttySubstit,CommEquity,CommEquityAtty,CommEquityAttyCol,CommEquityAttySubstit,CommRetirees,CommRetireesName,CommRetireesRequest,CommonName,CPIndexAtConf,CPIndexAtFiling,Cusip6,Cusip9,Date10k1Before,Date10k2Before,Date10k3Before,Date10kBefore,Date10kBeforeLink,Date10kDuring,Date10kDuringLink,Date10kEmerging,Date10kEmergLink,Date10kSalesEmerge,Date363Sale,DateCeoBegin,DateCeoEnd,DateCommCred,DateCommCredBy,DateConfirmed,DateConvDismiss,DateDipLoan1FinOrd,DateDiscloState,DateDisposed,DateEffective,DateEmerging,DateFeeRev,DateFiled,DateJudgeAppt,DateRefile,DateTransferred,DateTurnEngage,DaysDocsAfter,DaysEmergeToRefile,DaysFiledTo363,DaysIn,DENYOther,DipAtty,DipAttyColDoc,DipAttyColDkt,DipFinAdvPetition,DipLoan,DipLoan1Lender,DipLoan1Total,DipLoan2Lender,DipLoan2Total,DipLoanAdditional,DipLoanDoc,Disposition,DistFiled,DistribComments,DistribEquity,DistribSecDiscloState,DistribUnsec,DistribUnsecPct,DktNumConf,DktOnPacer,DocsOnPacer,DocsPublic,EbitBefore,EbitCurrDollars,EbitdaBefore,EbitdaEmerging,EbitEmerging,Emerge,Emerg10k,EmplBefore,EmplEmerging,EmplUnionBefore,EmplUnionEmerging,Examiner,ExaminerName,ExaminerRequest,FeeReviewer,FilingRate,FirmEnd,FreshStartAccounting,GdpDisp,GdpFiling,GdpRefiling,GdpYear1AftDisp,GdpYear1BefFile,GdpYear2AftDisp,GdpYear2BefFile,GvkeyBefore,GvkeyEmerging,HeadCAtFiling,HeadCityPctPop,HeadCityPop,HeadCourtCity,HeadCourtCityToDE,HeadStAtFiling,HqToForum,HqToHqCtCity,IncomeBEBefore,IncomeBEEmerging,IncPublic,InterCompanyClaims,InterCompanyDistrib,InterCompanyPct,JudgeApptDist,JudgeDisposition,JudgeFiling,Liab1Before,Liab2Before,Liab3Before,LiabBefore,LiabCurrDollar,LiabEmerging,LiabPetCurrDollar,LiabPetition,MonthDisp,MonthFiled,MonthRefile,MonthsIn,Multiple363Sales,NameEmerging,NetIncomeBefore,NetIncomeEmerging,NumberFiling,Prepackaged,PrimaryKey,Prime1YearAftDisp,Prime1YearBefFile,Prime2YearAftDisp,Prime2YearBefFile,PrimeDisp,PrimeFiling,PrimeRefiling,ProfFees10k,ProfFees10kNotes,Refile,Refile5,Refile5RepRange,RelatedFilings,Sale,Sale363,SaleConf,SaleIntended,Sales1Before,Sales2Before,Sales3Before,SalesBefore,SalesCurrDollar,SalesEmerging,Shop,SICDescription,SICDivision,SICIndustryGroup,SICMajGroup,SICPrimary,SubCon,TortCause,TransferCity,TransferDist,Transferred,Trustee,TrusteeFor,TrusteeName,TrusteeRequest,TrusteeRequestor,TurnFirm,TurnOffice,TurnPerson,TurnRepRange,TurnType,UsPopFiling,Voluntary,YearConfirmed,YearDisposed,YearEmerged,YearFiled,YearsEmergeToRefile
"Ames Department Stores, Inc. (2001)",,"1,996",,,"1,996","3,337",,"3,180","1,902",,,,,01-42217,,,Joseph R. Ettore,,NoReplace,0000006071,,,New York,New York,11,New York,,,,,,yes,Dewey Ballantine,Dewey Ballantine,,no,,,,no,,,,233.1,177.5,030789,507,2/3/2001,,,2/3/2001,2/3/2001,2/2/2002,2/2/2002,,,,,6/15/1994,11/15/2002,9/6/2001,,11/13/2013,,9/25/2001,9/10/2013,11/13/2013,11/19/2013,,,8/20/2001,9/5/2000,,,,,,,"4,468",NY,Weil Gotshal,"Weil, Gotshal & Manges LLP",,,yes,,,,,,,confirmed,NY SD,,,,,,4185,yes,yes,no,-226.859,-379.330,-152.170,,,no,no,"32,700",,"1,850",,no,,no,pending,97,liquidation,,102.823,81.507,,105.459,81.112,107.436,78.012,001594,,Rocky Hill,0.01%,"18,140",CT Hartford,205,CT,93,9,-233.624,,DE,,,,NY SD,Robert E. Gerber,Robert E. Gerber,"1,599",,,"1,599","2,674",,"2,606","1,558",11,8,,148.9,multiple,liquidated,-240.588,,5,free fall,583,3.25,9.50,3.25,8.00,3.25,6.75,,,,,not emerged 5,no,,yes,yes,,no,"3,954",,,"3,954","6,610,797,855",,Yes,Variety Stores,G: Retail Trade,533 Variety Stores,53 General Merchandise Stores,5331,,Not tort,,,no,,,,,,,,,,,"284,970,000",voluntary,2013,2013,,2001,
"AMF Bowling Worldwide, Inc.",,"1,726",,,"1,726","2,887",756,"2,814","1,683",,,,,01-61119,12-36495,,Roland C. Smith,,Replaced,0001015535,0001015535,,Richmond,Richmond,11,Richmond,Richmond,,,,,yes,Troutman Sanders,Troutman Sanders LLP,,no,,,,no,,,,177.8,177.5,030985,10,12/31/2000,,,12/31/2000,12/31/2000,,,6/30/2002,,6/29/2003,,4/29/1999,12/6/2002,7/17/2001,,2/1/2002,,,11/7/2001,2/1/2002,3/8/2002,2/1/2002,,7/2/2001,10/29/1993,11/13/2012,,,,3938,,214,OT,Willkie Farr,Willkie Farr & Gallagher LLP / McGuireWoods LLP,,,yes,,,,,,,confirmed,VA ED,,,,,,768,yes,yes,no,-45.503,-76.085,,,,yes,yes,"17,280","15,295",1,1,,,,pending,97,,,82.410,81.507,100.283,83.791,81.112,87.439,78.012,147728,147728,Richmond,0.07%,"198,432",VA Richmond,185,VA,1,1,,,DE,,,,VA ED,David H. Adams,Douglas O. Tice Jr.,"1,272",,,"1,272","2,128",555,"2,116","1,266",2,7,11,7.1,,"AMF Bowling Worldwide, Inc.",,,25,free fall,1010,4.25,9.50,4.00,8.00,4.75,6.75,3.25,,,Refiled,emerged no refile 5,yes,,no,no,no,no,715,,,715,"1,195,550,151",668,No,,I: Services,,79 Amusement And Recreation Services,7900,,Not tort,,,no,,,,,,,,,,,"284,970,000",voluntary,2002,2002,2002,2001,10.8
Ampal-American Israel Corporation,,847,,,847,"1,091",,459,356,,,,,12-13689,,,Yosef A. Maiman,End date is Chapter 7 conversion date,NoReplace,0000731859,,,New York,New York,11,New York,,yes,"Epiq Bankruptcy Solutions, LLC",,,yes,Brown Rudnick,Brown Rudnick LLP,,no,,,,no,,,,,230.4,032015,109,12/31/2011,,,12/31/2011,12/31/2011,,,,,,,10/1/2006,5/2/2013,9/25/2012,,,5/2/2013,,,5/2/2013,,,,8/29/2012,11/24/1993,,,,,,,246,NY,Bryan Cave,Bryan Cave LLP,,,no,,,,,,no,converted,NY SD,,,,,,,yes,yes,yes,-114.551,-147.576,-88.915,,,no,no,"1,008",,1,,no,,no,pending,24,,,101.295,100.173,,103.778,97.642,106.933,96.753,001611,,New York,2.66%,"8,336,697",NY New York,106,NY,1,1,-129.387,,NY,,,,NY SD,Stuart M. Bernstein,Stuart M. Bernstein,797,,,797,"1,026",,459,356,5,8,,8.2,,not applicable,-95.321,,1,free fall,966,3.25,3.25,3.25,3.25,3.25,3.25,,,,,not emerged 5,no,,no,no,no confirmation,no,575,,,575,"741,208,570",,No,"Investors, Not Elsewhere Classified","H: Finance, Insurance, And Real Estate",679 Miscellaneous Investing,67 Holding And Other Investment Offices,6799,,Not tort,,,no,,,,,,none,no turnfirm,none,no,none,"313,910,000",voluntary,,2013,,2012,
AMR Corporation,,"25,088",,,"25,088","32,914",,"32,429","24,719",,,,,11-15463,,,Thomas W. Horton,CEO left on merger effective date,NoReplace,0000006201,,,New York,New York,11,New York,,yes,"GCG, Inc.",,,yes,Skadden Arps,"Skadden, Arps, Slate, Meagher & Flom LLP",,no,,,,yes,Committee of Retired Employees,AMR Retirees,American Airlines,233.5,226.2,001765,106,12/31/2010,,,12/31/2010,12/31/2010,,,,,,,11/28/2011,12/9/2013,12/5/2011,,10/21/2013,,10/9/2012,6/5/2013,10/21/2013,12/9/2013,,,11/29/2011,9/7/2010,,,11/29/2011,,,,692,NY,Weil Gotshal,"Weil, Gotshal & Manges LLP",,,yes,"RPK Capital Partners, LLC",268,"Wilmington Trust Company, as pass through trustee, as subordination agent; Morgan Stanley Bank, N.A., as the Class A liquidity provider; Wilmington Trust, National Association, as escrow agent; Deutsche Bank Trust Company Americas, as depositary",1500,yes,yes,confirmed,NY SD,,,,,,10361,yes,yes,yes,308.000,404.073,"1,303.000",,,no,no,"78,250",,"78,250",,no,,yes,pending,23,merger,,102.823,98.737,,105.459,97.256,107.436,94.618,001045,,Fort Worth,0.24%,"760,758",TX Fort Worth,1305,TX,1401,1,-471.000,,DE,,,,NY SD,Sean H. Lane,Sean H. Lane,"29,033",,,"29,033","38,089",,"38,770","29,552",10,11,,23.1,,American Airlines Group Inc.,-471.000,,20,free fall,932,3.25,3.25,3.25,3.25,3.25,3.25,,,,,not emerged 5,no,,yes,no,yes,no,"22,170",,,"22,170","29,085,397,560",,Yes,"Air Transportation, Scheduled","E: Transportation, Communications, Electric, Gas","451 Air Transportation, Scheduled",45 Transportation By Air,4512,,Not tort,,,no,,,,,,"Skyworks Capital, LLC",no office,none,yes,advise,"311,590,000",voluntary,2013,2013,,2011,
"AMRESCO, Inc.",Assets sold to NCS I LLC during bankruptcy,715,"1,940","2,579",715,"1,196",,,,US031909AE43,20.625,57,-36.375,01-35327,,,Randolph E. Brown,,NoReplace,0000225569,,,Dallas,Other,11,Dallas,,,,,,yes,,,,yes,,,,no,,,,180.1,177.5,031909,203,12/31/2000,,,12/31/2000,12/31/2000,,,,,,11/14/2001,11/15/2000,12/21/2001,7/16/2001,,7/22/2002,,,5/30/2002,7/22/2002,8/9/2002,,,7/2/2001,8/24/1987,,,,,,135,385,OT,Haynes Boone,,Haynes and Boone LLP,,no,,,,,,,confirmed,TX ND,,,,,,742,yes,mixed,no,27.486,45.959,44.768,,,no,no,208,,1,,no,,no,no,97,,,83.252,81.507,,85.949,81.112,88.950,78.012,006736,,Dallas,0.42%,"1,189,504",TX Dallas,1275,TX,1,1,-314.953,,DE,,,,TX ND,Steven A. Felsenthal,Steven A. Felsenthal,549,,,549,918,,,,7,7,,12.8,,liquidated,-217.941,,,free fall,759,4.00,9.50,4.25,8.00,4.75,6.75,,,No. No 10k for any years,,not emerged 5,yes,,yes,yes,,"yes, contract",171,363,397,171,"285,354,849",,No,Investment Advice,"H: Finance, Insurance, And Real Estate",628 Services Allied With The Exchange Of Securities,"62 Security And Commodity Brokers, Dealers, Exchanges, And Services",6282,,Not tort,,,no,no,,,no,no,,,,,,"284,970,000",voluntary,2002,2002,,2001,
Amwest Insurance Group Inc.,,,242,,242,405,,,,,,,,01-17081,,,Charles L. Schultz,End date is Chapter 7 conversion date; Last identified as CEO in court doc dated 4/8/2004,NoReplace,0000780118,,,Woodland Hills,Other,11,Woodland Hills,,,,,,no,,,,no,,,,no,,,,,177.5,032345,100,,12/31/1999,,12/31/1999,12/31/1999,,,,,,,12/22/2000,4/2/2004,,,,4/2/2004,,,4/2/2004,,,,7/24/2001,2/9/1984,,,,,,,983,OT,Malhotra Malhotra,"Malhotra, Malhotra & Velasco",,,no,,,,,,,converted,CA CD,,,,,,,yes,yes,no,2.783,4.653,4.674,,,no,no,520,,1,,no,,no,no,97,,,88.120,81.507,,91.299,81.112,94.017,78.012,013387,,Calabasas,0.01%,"20,336",CA Woodland Hills,2391,CA,3,4,0.440,,DE,,,,CA CD,Geraldine Mund,Geraldine Mund,,185,,185,309,,,,4,7,,32.8,,not applicable,0.440,,,free fall,786,5.75,9.50,7.75,8.00,4.00,6.75,,,,,not emerged 5,yes,,no,no,no confirmation,maybe,,122,,122,"203,995,685",,No,Surety Insurance,"H: Finance, Insurance, And Real Estate",635 Surety Insurance,63 Insurance Carriers,6351,,Not tort,,,no,no,,,no,no,,,,,,"284,970,000",voluntary,,2004,,2001,
"Anacomp, Inc.",,421,,,421,809,435,"1,000",520,,,,,96-00016,01-10821,,P. Lang Lowrey III,,Replaced,0000006260,0000006260,yes,Wilmington,Wilmington,11,Wilmington,San Diego,,,,,yes,Stroock Stroock,Stroock & Stroock & Lavan,,denied,,,,no,,,,156.6,154.4,03237E,108,9/30/1995,9/30/1994,9/30/1993,9/30/1995,9/30/1995,,,9/30/1996,9/30/1996,9/30/1997,,10/1/1995,4/30/1997,1/19/1996,,5/20/1996,,,3/28/1996,5/20/1996,5/31/1996,5/20/1996,,1/5/1996,5/21/1974,10/19/2001,,,,1978,,136,DE,Cadwalader Wickersham,"Cadwalader, Wickersham & Taft",,,no,,,,,,,confirmed,DE,,,,,,,yes,none,no,41.395,79.572,73.944,80.804,35.841,yes,yes,"3,600","2,600",1,1,no,,no,no,16,,yes,67.708,66.597,81.733,70.625,64.909,73.517,62.725,001627,001627,Indianapolis,0.28%,"761,633",IN Indianapolis,565,IN,562,1,-238.326,90.519,IN,,,,DE,Helen S. Balick,Helen S. Balick,585,,,585,"1,124",368,,,5,1,10,4.5,,"Anacomp, Inc.",-238.326,142.961,5,prenegotiated,381,8.50,8.50,8.50,6.00,8.25,8.50,5.50,14.94,Yes,Refiled,emerged no refile 5,yes,,no,no,no,no,591,593,590,591,"1,136,419,182",463,Yes,Photographic Equipment and Supplies,D: Manufacturing,386 Photographic Equipment And Supplies,"38 Measuring, Analyzing and Controlling Instruments; Photographic, Medical",3861,,Not tort,,,no,no,,,no,no,,,,,,"269,390,000",voluntary,1996,1996,1996,1996,5.4
ANC Rental Corp.,acquired by Cerberus Capital Mgmt 10/14/2003; sold to Enterprise Rent-A-Car 4/2007,"6,538",,,"6,538","10,938",,"10,871","6,498",,,,,01-11200,,,Michael S. Egan,,Replaced,0001097523,,,Wilmington,Wilmington,11,Wilmington,,,,,,yes,WilmerHale,"Wilmer, Cutler & Pickering / Young Conaway Stargatt & Taylor",,no,,,,no,,,,188.0,177.4,001813,104,12/31/2000,,,12/31/2000,12/31/2000,12/31/2001,12/31/2001,,,,8/21/2003,12/28/2000,4/4/2002,12/3/2001,,4/15/2004,,3/17/2003,10/21/2003,4/15/2004,2/3/2005,8/21/2003,,11/13/2001,9/9/1998,,,,,,646,884,DE,Fried Frank,"Fried, Frank, Harris, Shriver & Jacobson / Blank Rome Comisky & Mccauley LLP",,,yes,,,,,,,confirmed,DE,Retry,,,,,7137,yes,yes,no,67.900,113.599,"1,162.500",,,yes,no,"20,000",,"2,450",,no,,no,no,97,,,88.120,81.733,,91.299,81.594,94.017,79.293,137064,,Fort Lauderdale,0.05%,"153,709",FL Fort Lauderdale,974,FL,980,1,-2.000,,DE,,,,DE,Mary F. Walrath,Mary F. Walrath,"5,645",,,"5,645","9,444",,"9,961","5,954",4,11,,29.5,,Vanguard Car Rental USA Inc.,-2.000,,,free fall,842,5.75,9.50,7.75,8.25,4.00,5.00,,,No. No 10k for 2003 through 2005,,emerged no refile 5,yes,,yes,yes,,no,"3,532",,,"3,532","5,909,171,387",,Yes,,I: Services,"751 Automotive Rental And Leasing, Without Drivers","75 Automotive Repair, Services, and Parking",7510,,Not tort,,,no,no,,,no,no,,,,,,"284,970,000",voluntary,2004,2004,2003,2001,
Anchor BanCorp Wisconsin Inc.,,"2,368",,,"2,368","3,005","2,112","3,005","2,368",,,,,13-14003,,,Chris M. Bauer,End date is closing date of acquisition by Old National Bancorp,NoReplace,0000885322,0000885322,,Madison,Other,11,Madison,,yes,Kurtzman Carson Consultants LLC,,,no,,,,no,,,,no,,,,233.9,233.9,032839,102,3/31/2013,,,3/31/2013,3/31/2013,,,12/31/2013,12/31/2013,12/31/2014,,6/15/2009,5/1/2016,,,8/30/2013,,,7/31/2013,8/30/2013,9/27/2013,8/30/2013,,8/12/2013,6/1/1978,,,,,,,18,OT,Kerkman Dunn,Kerkman Dunn Sweet DeMarb,,,no,,,,,,no,confirmed,WI WD,,,,,,71,yes,yes,yes,42.748,54.249,45.827,45.827,42.748,yes,yes,690,693,1,1,no,,no,pending,26,,,102.097,102.097,,104.987,100.173,107.279,97.642,025570,025570,Madison,0.08%,"243,337",WI Madison,755,WI,1,1,-34.172,-34.172,WI,,,,WI WD,Robert D. Martin,Robert D. Martin,"2,427",,,"2,427","3,081","1,910","3,081","2,427",8,8,,0.6,,Anchor BanCorp Wisconsin Inc.,-34.172,-34.172,1,prepackaged,995,3.25,3.25,3.25,3.25,3.25,3.25,,,,,emerged no refile 5,yes,,yes,no,yes,no,146,,,146,"185,003,045",106,No,"Savings Institutions, Not Federally Chartered","H: Finance, Insurance, And Real Estate",603 Savings Institutions,60 Depository Institutions,6036,,Not tort,,,no,,,,,,none,no turnfirm,none,,none,"316,128,839",voluntary,2013,2013,2013,2013,
Anchor Glass Container Corp. (1996),"363 sale to Consumer Packaging, Inc. and Owens-Brockway Glass Container","1,208","1,264","1,347","1,208","2,273",641,,,,,,,96-01434,02-07233,,Alfonso G. Palacio,,Replaced,0001052163,0001052163,yes,Wilmington,Wilmington,11,Wilmington,Tampa,,,,,yes,,,,no,,,,no,,,,161.5,157.8,03304B,300,12/31/1995,12/31/1994,12/31/1993,12/31/1995,,,,12/31/1998,12/31/1998,12/31/1998,12/20/1996,1/17/1996,10/4/1996,9/27/1996,,11/25/1997,,11/15/1996,,11/25/1997,,12/20/1996,,9/13/1996,10/28/1993,4/15/2002,,,1296,1942,98,438,DE,Stroock Stroock,Stroock & Stroock & Lavan,,,yes,,,,,,,confirmed,DE,,,,,,1546,yes,docs after date,no,1.248,2.347,101.163,72.697,18.816,yes,yes,"5,700","3,000","4,780","2,500",no,,yes,no,16,,no information in 10-k,72.122,68.315,82.917,75.641,65.656,79.293,63.947,012246,012246,Tampa,0.11%,"284,701",FL Tampa,904,FL,905,1,-65.969,-9.770,DE,,,,DE,Peter J. Walsh,Peter J. Walsh,919,940,934,919,"1,728",517,,,11,9,4,14.6,,Anchor Glass Container Corp.,-65.969,-9.770,2,prenegotiated,95,7.75,8.75,8.50,7.75,8.50,8.25,4.75,5.84,Yes,Refiled,emerged no refile 5,yes,,yes,yes,,yes,957,"1,089","1,126",957,"1,799,287,613",643,Yes,Glass Containers,D: Manufacturing,"322 Glass And Glassware, Pressed Or Blown","32 Stone, Clay, Glass, And Concrete Products",3221,,Not tort,,,no,no,,,no,no,,,,,,"269,390,000",voluntary,1997,1997,1996,1996,5.3
Anchor Glass Container Corporation (2005),acquired by Ardagh Group SA on 8/20/2012 from Wayzata Investment Partners LLC,657,,,657,993,,"1,000",662,US033038AP57,82,64,18,05-15606,,,Mark Burgess,,Replaced,0001052163,,,Tampa,Other,11,Tampa,,yes,"Acclaris, LLC",298.315,120.000,yes,Bracewell Giuliani  / Stichter Riedel,"Bracewell & Giuliani LLP / Stichter, Riedel, Blain & Prosser P.A.",,no,,,,no,,,,201.5,196.4,03304B,300,12/31/2004,,,12/31/2004,12/31/2004,,,,,,,8/8/2005,9/22/2006,8/22/2005,,4/18/2006,,9/15/2005,3/1/2006,4/18/2006,5/3/2006,4/18/2006,,8/8/2005,7/1/1963,,,9/6/2005,,,,253,OT,Carlton Fields,"Carlton Fields, P.A.",,"Houlihan, Lokey, Howard & Zukin",yes,Wachovia Capital Finance Corporation,115,,,,yes,confirmed,FL MD,,0,298.315,8.686,7.2%,1287,yes,yes,yes,11.066,16.723,72.800,,,yes,no,"2,840",,"2,360",,no,,no,no,25,,,94.017,92.016,,95.840,88.950,97.163,85.949,012246,,Tampa,0.11%,"312,855",FL Tampa,904,FL,1,1,-86.148,,DE,no,"single entity plan, no mention of subs or intercompany",,FL MD,Alexander L. Paskay,Alexander L. Paskay,653,,,653,987,,"1,007",667,4,8,,8.4,,Anchor Glass Container Corporation,-86.148,,1,free fall,97,8.25,4.25,5.25,4.00,7.75,6.25,,,No. No 10k for any years,,emerged no refile 5,yes,,no,no,no,no,747,,,747,"1,128,641,618",,No,Glass Containers,D: Manufacturing,"322 Glass And Glassware, Pressed Or Blown","32 Stone, Clay, Glass, And Concrete Products",3221,no,Not tort,,,no,no,,,no,no,AlixPartners,Chief Restructuring Officer,John S. Dubel,yes,manage (temps),"295,520,000",voluntary,2006,2006,2006,2005,
Angeles Corp.,No evidence of whether it survived three years,291,273,168,291,599,,,,,,,,93-25603,,,William E. Tuthill,End date not before 5/7/1993,NoData,,,,Los Angeles,Other,11,Los Angeles,,,,,,yes,,,,no data in published sources,,,,,,,,151.4,144.2,034624,403,6/30/1992,6/30/1991,6/30/1990,6/30/1992,,,,,,,,3/23/1993,9/9/9998,,,3/31/1995,,,,3/31/1995,,3/31/1995,,5/3/1993,4/18/1988,,,,,,,697,OT,Stutman Treister,"Stutman, Treister & Glatt",,,,,,,,,,confirmed,CA CD,,,,,,,some,none,no,5.596,11.518,11.763,,,yes,no,805,,1,,,,,no hits,25,,,64.909,60.998,,66.597,59.333,69.470,57.510,001654,,Los Angeles,1.35%,"3,511,576",CA Los Angeles,2383,CA,1,1,-14.101,,CA,,,,CA CD,Vincent R. Zurzolo,Katheleen P. March,262,230,,262,540,,,,3,5,,23.2,,Angeles Corp.,-13.874,,4,free fall,806,8.25,6.50,8.50,8.50,9.00,6.00,,,,,emerged no refile 5,yes,no,,no,,,47,35,24,47,"95,876,545",,No,Real Estate Investment Trusts,"H: Finance, Insurance, And Real Estate",679 Miscellaneous Investing,67 Holding And Other Investment Offices,6798,,Not tort,,,no,no hits,,,,,,,,,,"259,920,000",voluntary,1995,1995,1995,1993,
"Anglo Energy, Ltd. (1983)",Name change to Nabors Industries,230,,,230,673,120,673,230,,,,,83-11614,88-10360,,Allen F. Rhodes,,Replaced,,,,New York,New York,11,New York,New York,,,0.000,140.460,yes,Stroock Stroock,Stroock & Stroock & Lavan,,yes,,,,,,,,108.8,101.2,035054,10,9/30/1983,9/30/1982,9/30/1981,9/30/1983,,,,9/30/1986,,9/30/1987,,9/19/1983,8/18/1986,,,3/18/1986,,,,3/18/1986,8/28/1986,3/18/1986,,11/4/1983,3/28/1980,2/22/1988,,,,706,,865,NY,Cleary Gottlieb,"Cleary, Gottlieb, Steen & Hamilton",,,,,,,,,,confirmed,NY SD,,"4,709,967",0.000,90.833,64.7%,,some,none,no,-7.802,-22.882,11.887,10.324,0.492,yes,yes,860,319,,,,,,no hits,6,,no information in 10-K,50.165,45.186,53.713,51.528,41.878,53.713,42.491,999999,999999,New York,3.06%,"7,146,916",NY New York,106,NY,1,1,-20.981,-9.624,Bahamas,,,,NY SD,Burton R. Lifland,Burton R. Lifland,192,,,192,564,62,,,3,11,2,28.8,,"Anglo Energy, Inc.",-82.182,56.142,3,free fall,148,7.50,12.00,8.50,17.50,9.00,11.00,8.50,,,Refiled,emerged refile 5,yes,no,no,no,no,,150,,,150,"440,913,646",31,No,Drilling Oil and Gas Wells,B: Mining,138 Oil And Gas Field Services,13 Oil And Gas Extraction,1381,,Not tort,,,no,no,,,,,,,,,,"233,790,000",voluntary,1986,1986,1986,1983,1.9
"Anicom, Inc.",,,384,353,384,651,,591,348,,,,,01-00485,,,Thomas J. Reiman,End date not found,NoReplace,0000935802,,,Chicago,Other,11,Chicago,,,,12.900,84.416,yes,Jenner Block,Jenner & Block LLP,,no,,,,no,,,,198.8,175.1,035250,109,,12/31/1999,12/31/1998,12/31/1999,12/31/1999,,,,,,,7/17/2000,,1/12/2001,,9/14/2005,,,7/14/2005,9/14/2005,,,,1/5/2001,10/1/1986,,,,,,,"1,713",OT,Katten Muchin,,"Katten, Muchin Rosenman LLP",,no,,,,,,,confirmed,IL ND,,0,12.900,11.960,14.2%,2341,yes,yes,no,-2.156,-3.654,4.259,,,no,no,"1,088",,1,,no,,no,no,97,,,92.016,81.329,,94.159,79.582,96.417,76.355,031551,,Rosemont,0.00%,"4,222",IL Chicago,653,IL,15,17,-9.820,,DE,no,"substantive consolidation, no mention of subs or intercompany",,IL ND,Susan Pierson Sonderby,Susan Pierson Sonderby,,207,,207,351,,349,206,9,1,,57.1,,liquidated,-9.820,,2,free fall,534,8.25,8.50,8.25,7.75,6.50,9.00,,,No. No 10k for any years,,not emerged 5,yes,,no,no,no,no,,537,470,537,"910,222,667",,No,"Electrical Apparatus and Equipment, Wiring Supplies, and Construction Mater",F: Wholesale Trade,506 Electrical Goods,50 Wholesale Trade-durable Goods,5063,subcon,Fraud,,,no,no,,,no,no,,,,,,"284,970,000",voluntary,2005,2005,,2001,
"Anthracite Capital, Inc.",,,"3,827",,"3,827","5,219",,,,,,,,10-11319,,,Christopher A. Milner,End date is Chapter 7 at filing date,NoReplace,0001050112,,,,New York,7,New York,,,,,,Chapter 7 at filing,,,,Chapter 7 at filing,,,,,,,,,217.6,037023,108,,12/31/2008,,12/31/2008,12/31/2008,,,,,,,2/12/2004,3/15/2010,,,,,,,,,,,3/15/2010,,,,,,,,,NY,Skadden Arps,"Skadden, Arps, Slate, Meagher & Flom LLP",,,Chapter 7 at filing,,,,,,not applicable,Chapter 7 at filing,NY SD,,,,,,,yes,yes,yes,262.451,357.921,262.451,,,no,no,1,,1,,,,,pending,36,,,,95.091,,,93.439,,96.610,066688,,New York,2.64%,"8,175,133",NY New York,106,NY,1,1,-193.612,,MD,,,,,Chapter 7 at filing,Arthur J. Gonzalez,,"3,163",,"3,163","4,314",,,,,3,,,,Chapter 7 at filing,-193.612,,,not applicable,630,,3.25,,6.00,,3.25,,,,,not emerged 5,no,,Chapter 7 at filing,Chapter 7 at filing,,yes,,349,,349,"476,183,594",,No,Real Estate Investment Trusts,"H: Finance, Insurance, And Real Estate",679 Miscellaneous Investing,67 Holding And Other Investment Offices,6798,,Not tort,,,Chapter 7 at filing,,,,,,,,,,,"309,350,000",voluntary,,,,2010,
"AP Industries, Inc.",,,192,307,192,443,,,,,,,,90-21301,,90-11614,Ezra Harel,,NoReplace,,,,New York,Other,11,Newark,,,,,,yes,,,,no data in published sources,,,,,,,,,128.7,001870,104,,12/31/1988,12/31/1987,12/31/1988,,,,,,,,,,,,,,,,,,,,3/29/1990,3/28/1980,,5/18/1990,,,,,,OT,Anderson Russell,Anderson Russell Kill & Olick,,,,,,,,,,confirmed,NJ,,,,,,,useless,none,no,-13.775,-31.767,-7.603,,,no,no,"2,688",,,,,,,no data,30,,,,57.612,,,56.031,,53.713,013444,,Toledo,0.13%,"332,943",OH Toledo,443,OH,492,1,-38.615,,DE,,,,NY SD,Burton R. Lifland,William F. Touhey,,209,,209,482,,,,,3,,,,liquidated,-16.830,,1,free fall,331,,11.50,,8.50,,10.00,,,,,not emerged 5,yes,,,no,,,138,,,138,"318,682,031",,Yes,Motor Vehicle Parts and Accessories,D: Manufacturing,371 Motor Vehicles and Equipment,37 Transportation Equipment,3714,,Not tort,New York,NY SD,yes,,,,,,,,,,,"249,620,000",involuntary,,,,1990,
